timestamp,sensor_0,sensor_1,sensor_2
1.210000,-1.542538,-0.214154,-0.146241
1.215000,0.683690,0.338901,-0.101572
1.220000,-0.334518,0.275156,1.467746
1.225000,1.449949,1.577047,1.113505
1.230000,-0.383590,-0.157552,-0.305945
1.235000,-2.133746,0.899997,-2.908449
1.240000,0.403357,0.570711,0.360153
1.245000,1.461414,-0.377977,-1.036416
1.250000,-0.482572,-0.292049,-1.961475
1.255000,-1.035658,-0.400225,-1.482315
1.260000,-1.161539,-1.213545,-0.539270
1.265000,-0.170436,-0.317458,0.049863
1.270000,0.506209,1.097445,2.254682
1.275000,0.417464,-1.385932,-0.720597
1.280000,-0.193816,0.385331,-0.843398
1.285000,0.712131,-2.274727,-2.004521
1.290000,0.118068,0.529601,-0.699615
1.295000,0.555661,-0.927237,-1.429163
1.300000,-1.282077,-0.829454,0.329144
1.305000,-0.031957,1.123227,0.682996
1.310000,2.127120,0.427241,0.529018
1.315000,-2.191983,2.019853,-0.384529
1.320000,0.458424,-0.311086,2.380195
1.325000,0.497057,0.553223,1.756069
1.330000,0.382647,1.270938,-1.128731
1.335000,-1.642357,-1.672152,-1.052099
1.340000,0.754180,1.103271,-0.071829
1.345000,1.679782,-0.890210,1.230060
1.350000,-0.579690,-0.057217,1.486054
1.355000,0.390977,1.202363,0.446734
1.360000,-0.588902,0.000458,-0.527133
1.365000,-0.791070,-0.152215,0.183886
1.370000,-0.127993,-0.141321,0.444020
1.375000,-0.043274,1.190300,-0.205618
1.380000,1.871740,-0.573598,-0.395139
1.385000,1.362535,1.164998,0.768034
1.390000,-0.470231,-0.808203,0.134092
1.395000,-1.657144,0.835650,0.127027
1.400000,-0.212291,-2.009012,-1.215940
1.405000,1.182968,1.865007,-0.702400
1.410000,0.011608,-1.866030,0.858744
1.415000,-0.097349,-0.294822,0.233275
1.420000,1.282512,0.939057,0.915550
1.425000,2.164501,-0.346318,0.739763
1.430000,-0.285565,-0.126286,0.112698
1.435000,0.142664,-0.519769,-0.712536
1.440000,-0.882100,-1.237947,0.249687
1.445000,0.841012,1.104962,0.349670
1.450000,1.074757,-0.514827,0.281149
1.455000,-0.771275,-1.167463,1.025022
1.460000,-1.144047,-1.334405,-0.564038
1.465000,0.076373,-1.111948,0.159415
1.470000,1.217052,-0.420344,-0.485526
1.475000,-0.037601,-1.197542,-0.132160
1.480000,-0.162945,0.649820,1.460382
1.485000,0.479839,1.411175,-0.808365
1.490000,-1.051108,0.793216,-0.397911
1.495000,0.275581,-0.762348,0.077245
1.500000,-1.272521,0.155323,-0.537344
1.505000,-0.721920,1.120597,-0.747418
1.510000,-1.046861,-1.267036,-1.007513
1.515000,-1.388140,0.116984,0.099930
1.520000,0.982506,1.581124,1.452569
1.525000,-0.065114,0.770821,-2.145657
1.530000,-0.059452,-0.363993,0.093380
1.535000,0.295560,-0.809025,-0.268180
1.540000,-0.946391,0.000061,0.218686
1.545000,1.176082,0.980356,1.405870
1.550000,0.003470,-1.084996,1.480798
1.555000,-0.876099,-1.382245,0.706127
1.560000,-1.468587,1.211325,-0.500505
1.565000,0.259946,-0.590387,-1.736888
1.570000,-3.323876,-0.057830,-2.655353
1.575000,-1.554117,-1.352831,-0.970414
1.580000,1.199432,0.794833,-2.274258
1.585000,-0.621928,-0.261091,1.487004
1.590000,-1.197747,-0.287764,0.329609
1.595000,-0.169954,-0.584753,0.876955
1.600000,1.345269,-1.512436,0.850274
1.605000,-0.004762,0.026552,0.192619
1.610000,-0.230580,0.240377,0.512481
1.615000,-1.425496,0.797529,-0.552935
1.620000,1.583656,0.336266,-1.215997
1.625000,-0.707196,0.594453,-0.280366
1.630000,1.544374,-1.845971,-1.097125
1.635000,-0.948329,-1.496850,0.408754
1.640000,1.431636,0.298093,-0.730885
1.645000,-0.636242,0.398144,0.123781
1.650000,0.309664,-1.304340,0.102389
1.655000,-1.416718,0.373229,-1.460381
1.660000,1.494168,1.243056,-1.365327
1.665000,0.439541,-0.229879,-1.488394
1.670000,-2.689067,-1.013711,0.549061
1.675000,0.326695,0.153869,0.266562
1.680000,0.817427,0.240772,0.390388
1.685000,0.575521,0.941123,0.413024
1.690000,-0.310049,-1.008896,0.460432
1.695000,-1.077837,0.200398,-1.876026
1.700000,-0.143222,1.023922,0.402547
1.705000,-1.083682,0.061554,1.178028
1.710000,0.657911,-0.461421,-0.388202
1.715000,0.539705,0.560467,0.142092
1.720000,-1.218973,0.316205,-1.014002
1.725000,-0.975371,1.457444,0.987657
1.730000,0.388899,-0.627140,0.729035
1.735000,0.586741,-2.415923,-0.661884
1.740000,0.582801,1.126867,0.925118
1.745000,0.147080,-0.806248,0.860632
1.750000,-1.105417,-0.342247,-1.545087
1.755000,-0.653962,-1.256024,-0.075598
1.760000,-0.648395,0.429563,-0.419108
1.765000,0.432920,1.091218,0.677354
1.770000,-1.117040,-0.987011,2.261575
1.775000,1.565285,-0.420241,-2.981129
1.780000,-0.846845,0.497869,-0.112599
1.785000,0.250817,0.080888,-2.006231
1.790000,0.306403,1.037172,0.399930
1.795000,-1.427721,0.113815,0.772109
1.800000,0.979965,0.888274,-0.305586
1.805000,0.116245,-1.009548,2.059213
1.810000,0.193444,1.428090,-0.668318
1.815000,-0.513594,-2.091094,-1.648992
1.820000,-1.208414,-1.112497,-0.561267
1.825000,1.224881,0.668219,1.311733
1.830000,-0.741370,-0.493737,0.422155
1.835000,-1.841262,-1.425672,0.198725
1.840000,0.421781,-0.441213,1.026107
1.845000,0.743018,3.047198,-0.296669
1.850000,-1.613929,-0.020265,-0.492595
1.855000,0.020258,-0.010989,0.191548
1.860000,0.679480,-0.571375,-0.594158
1.865000,0.515679,-1.270797,0.309393
1.870000,-1.093663,-0.529472,-2.341551
1.875000,0.265925,0.465835,-1.202111
1.880000,0.311386,-0.797608,0.701568
1.885000,-0.421991,1.709862,-1.522173
1.890000,0.637742,1.079173,-1.265513
1.895000,-1.366580,1.270476,-0.639078
1.900000,-0.132068,1.190743,-0.433941
1.905000,0.342332,-1.858133,0.294326
1.910000,0.978416,-0.424548,-0.248640
1.915000,0.459293,0.204181,0.470450
1.920000,0.212609,-0.855625,-1.560240
1.925000,-0.614257,2.214040,2.052061
1.930000,-0.260594,0.550190,0.312599
1.935000,-1.827966,-1.394064,3.437188
1.940000,-0.055744,-1.048889,-1.062741
1.945000,-0.236123,0.834743,1.131583
1.950000,0.108230,-0.551907,0.736208
1.955000,-1.010938,0.339699,0.406172
1.960000,-1.254844,0.595997,-0.546958
1.965000,2.827726,1.545259,-0.109615
1.970000,1.030596,-0.469425,0.432757
1.975000,-2.658102,0.208634,-0.958765
1.980000,-0.573906,-0.799020,1.639129
1.985000,0.723476,0.829163,-0.098089
1.990000,1.367726,0.352657,1.991626
1.995000,0.291105,0.889042,0.166467
2.000000,-1.061312,-0.473325,-0.025817
2.005000,-1.611776,-1.064869,-0.460184
2.010000,-1.437025,1.414768,-0.871881
2.015000,-0.081827,1.065096,-0.886568
2.020000,0.479087,-0.166351,-2.251853
2.025000,-2.240897,-0.304029,0.206234
2.030000,-0.237563,1.456257,-0.157892
2.035000,-1.512595,-0.541946,-0.313239
2.040000,0.190932,0.447681,-0.470239
2.045000,1.527677,-0.600315,0.137834
2.050000,-1.147292,-1.327767,-0.368598
2.055000,-0.618180,0.721107,-1.224960
2.060000,-0.401021,-0.403586,-0.674161
2.065000,-1.197538,1.744736,-1.476929
2.070000,-1.041342,1.269351,2.186538
2.075000,0.464112,-1.042769,0.726538
2.080000,0.124085,0.527240,0.304215
2.085000,1.247499,-0.886358,0.389819
2.090000,0.935819,1.463925,0.270715
2.095000,1.271881,-0.715800,-1.234100
2.100000,0.941593,-0.598666,-0.324827
2.105000,2.169653,2.493216,0.757767
2.110000,-1.230769,-0.654997,-0.808828
2.115000,0.982505,-3.318429,2.702192
2.120000,1.678214,-0.143041,2.347793
2.125000,0.693985,0.740446,0.652217
2.130000,-0.936943,0.786831,-0.716529
2.135000,0.541074,0.050180,0.213876
2.140000,-0.023527,0.886051,-1.594212
2.145000,-0.020327,-1.249347,0.583073
2.150000,0.283588,-1.873626,0.187475
2.155000,0.738089,1.031116,-1.153198
2.160000,0.785629,1.701808,-2.023209
2.165000,1.445512,-0.032936,1.188120
2.170000,-1.557875,0.055099,0.168980
2.175000,0.487311,-0.336523,-0.777268
2.180000,1.765026,1.743074,-1.419761
2.185000,0.327802,2.988805,0.481871
2.190000,0.219055,0.149772,1.511681
2.195000,0.588339,0.492079,-1.100534
2.200000,0.987657,-0.357518,1.575960
2.205000,0.483305,0.379082,-0.667639
2.210000,-1.581482,0.557913,-1.251332
2.215000,-1.462008,-0.691670,0.043637
2.220000,-0.356808,0.474642,-1.329137
2.225000,-1.072584,-1.143126,1.208990
2.230000,-2.529649,1.423106,-0.323480
2.235000,-0.021612,1.445769,-1.469270
2.240000,0.349330,2.177127,0.055304
2.245000,1.679575,-1.600092,1.038254
2.250000,0.726626,0.107334,0.950802
2.255000,-0.792404,-1.464619,-0.424456
2.260000,-0.682576,1.568584,-0.633072
2.265000,1.055431,-0.491558,1.646956
2.270000,0.706306,-0.695967,0.376751
2.275000,-0.663929,0.003945,-0.409997
2.280000,0.044115,0.992835,-1.868777
2.285000,1.494488,0.129746,-0.636188
2.290000,2.087019,-1.012281,0.756753
2.295000,-0.786344,-0.691451,-0.839780
2.300000,-0.875835,-1.212784,-2.511963
2.305000,2.164520,2.043095,1.337749
2.310000,0.188611,0.185648,-1.942389
2.315000,0.183274,0.219972,-0.670901
2.320000,0.852613,-2.281932,-1.680040
2.325000,-1.166212,-0.737468,0.274362
2.330000,0.366724,0.827574,-2.304392
2.335000,0.510255,-0.094946,-1.868384
2.340000,1.431674,-0.056907,-0.528409
2.345000,1.825979,0.508120,0.827779
2.350000,1.119004,-1.206932,0.617544
2.355000,-0.840530,-0.248957,0.249664
2.360000,3.068669,-0.332170,-0.889559
2.365000,0.716673,-0.352009,0.586551
2.370000,0.070818,0.946226,0.435935
2.375000,-0.710149,-1.820211,-0.115066
2.380000,-0.399949,0.539453,-0.749765
2.385000,3.690282,0.058514,1.391370
2.390000,0.095582,0.345866,0.576984
2.395000,-1.654711,-0.983323,-0.082749
2.400000,1.345269,1.154268,0.293405
2.405000,0.199364,2.478058,2.084248
2.410000,-1.104689,-0.466158,0.011422
2.415000,-0.762605,-1.101809,0.050289
2.420000,0.574157,0.699092,-0.176631
2.425000,-1.294589,0.297742,1.694650
2.430000,0.316824,2.425134,1.546860
2.435000,-1.086798,-0.557384,-0.156853
2.440000,-0.967801,0.619093,-1.130679
2.445000,1.118481,0.941395,1.425630
2.450000,-0.970182,-1.619825,2.081438
2.455000,0.476305,-0.173581,0.940341
2.460000,0.390894,-1.147201,-1.285860
2.465000,-0.790775,0.113862,-0.358941
2.470000,-1.001789,0.535244,0.649624
2.475000,-0.497688,-1.567112,-0.145191
2.480000,0.304309,-0.075784,-0.966756
2.485000,0.352750,0.431499,0.857046
2.490000,-1.370553,-1.165720,0.194894
2.495000,-1.127592,-0.597918,1.562264
2.500000,-0.563831,0.011542,-0.440500
2.505000,1.243588,0.237334,1.236937
2.510000,-1.056906,0.763788,-0.292976
2.515000,-0.424095,2.234576,-1.032487
2.520000,-0.362075,-2.062455,-0.043984
2.525000,-1.338272,0.888155,3.386695
2.530000,-0.292985,-0.268482,0.409126
2.535000,0.485724,0.686910,-0.044993
2.540000,1.469503,-0.131091,-0.559835
2.545000,0.143120,-0.003309,1.536433
2.550000,1.060182,-1.072527,0.857913
2.555000,0.209522,-0.013698,-1.597267
2.560000,0.277872,0.060974,-0.470747
2.565000,1.831837,0.301685,-0.169361
2.570000,0.260877,-0.807922,-1.236069
2.575000,0.274358,-0.805343,0.791632
2.580000,-0.386580,0.358493,-0.535205
2.585000,1.393138,-0.078220,1.756385
2.590000,0.238660,1.050303,-1.260156
2.595000,0.143685,1.323889,-1.332331
2.600000,-0.908639,0.169811,0.537318
2.605000,0.371684,0.154190,-0.014162
2.610000,0.624406,-0.102648,0.576667
2.615000,-0.062588,1.673223,0.170378
2.620000,-0.343978,-0.597738,0.595866
2.625000,-0.373692,0.074106,1.100579
2.630000,-0.761061,-0.697954,1.192720
2.635000,-1.538043,0.652614,1.880126
2.640000,0.916615,2.133266,-0.609330
2.645000,-1.029452,1.630375,-0.872299
2.650000,-0.573123,0.205140,1.539783
2.655000,-0.223494,1.807333,-1.889869
2.660000,-0.636037,-0.227041,-1.638891
2.665000,1.679109,-0.864048,1.842829
2.670000,-0.095330,1.726350,0.210102
2.675000,-0.218361,1.244577,-1.028413
2.680000,-0.186103,0.125013,0.273982
2.685000,0.132160,0.373437,-0.747080
2.690000,0.588488,-0.189877,0.009224
2.695000,-0.276351,1.455770,-2.348555
2.700000,1.529449,1.403888,1.509089
2.705000,-0.121123,0.410420,1.006948
2.710000,-3.134433,0.230879,0.156965
2.715000,-0.831794,-0.691896,-1.161993
2.720000,0.934625,-0.780331,-0.779899
2.725000,-0.101552,0.189403,0.370743
2.730000,-1.126148,-0.481409,-0.664175
2.735000,-1.150850,0.491568,1.016021
2.740000,2.205356,1.380870,0.825453
2.745000,1.490966,0.767444,0.165212
2.750000,0.532373,1.024382,0.747314
2.755000,1.485348,-0.920792,-0.641466
2.760000,1.047628,-0.402090,0.893367
2.765000,1.578150,0.220175,0.914831
2.770000,0.954395,-0.815030,-0.101355
2.775000,0.392051,0.234215,-0.626208
2.780000,0.438599,-0.022378,1.293660
2.785000,-0.188096,0.739726,1.353932
2.790000,0.288232,0.583242,-0.225176
2.795000,-1.260954,-1.141139,-1.073554
2.800000,0.095966,0.426287,-0.134204
2.805000,0.253707,-1.380589,1.803167
2.810000,-1.659211,-0.534925,1.539820
2.815000,-0.808336,0.080001,-0.096400
2.820000,-1.054699,1.009297,2.553575
2.825000,0.851477,1.608830,0.108128
2.830000,0.208774,-1.174346,1.610333
2.835000,-0.221717,0.271263,-2.045688
2.840000,1.623060,-1.199694,0.288404
2.845000,-0.735160,0.788198,1.027514
2.850000,-0.952350,1.262581,-2.684551
2.855000,-1.713269,0.291030,0.131378
2.860000,-0.523195,0.812329,1.442231
2.865000,0.098802,0.272630,0.563279
2.870000,-0.133476,-1.194399,-1.284539
2.875000,-1.326914,-0.757627,-0.877438
2.880000,-0.756055,0.625784,0.477729
2.885000,-1.055649,0.661565,-0.356136
2.890000,-1.165325,-0.940995,1.079503
2.895000,0.446906,0.751648,-0.849492
2.900000,-1.872343,-0.277152,1.755631
2.905000,0.933769,0.686156,-0.591078
2.910000,1.529783,0.618989,0.488819
2.915000,1.243930,-0.557985,0.131890
2.920000,-1.615452,0.221870,0.295407
2.925000,-0.962773,0.498753,1.181932
2.930000,0.367367,1.600780,-0.112691
2.935000,1.322447,-0.602023,0.428063
2.940000,1.624087,-0.427936,-0.438265
2.945000,-0.022683,-1.424291,0.164979
2.950000,-0.230269,0.558519,0.739668
2.955000,-0.135999,-2.561322,-0.970363
2.960000,0.032466,2.484528,-0.544391
2.965000,0.787481,0.008552,-0.414352
2.970000,1.738868,0.721720,-0.156397
2.975000,-0.427090,-0.249132,-1.152582
2.980000,2.173794,-0.575638,1.075894
2.985000,-0.530765,1.377262,-0.645267
2.990000,0.125858,0.446966,2.212862
2.995000,-1.106330,0.639758,-1.938462
3.000000,-0.003211,0.553557,-0.350983
3.005000,0.264784,-1.222092,0.758824
3.010000,0.574405,-1.498696,0.800634
3.015000,1.503431,0.332768,0.266354
3.020000,0.278028,-0.509928,-0.674548
3.025000,0.107391,0.389427,-0.215705
3.030000,-1.756623,-0.431125,-0.315371
3.035000,-3.240847,-1.142639,0.257211
3.040000,0.420378,0.474615,-2.543976
3.045000,0.309125,1.124251,-0.200651
3.050000,-1.617139,-0.035257,-0.399874
3.055000,-0.150033,-0.559362,-0.064942
3.060000,1.558961,0.718236,0.239377
3.065000,1.035894,-0.079293,0.014337
3.070000,-0.258454,-1.056762,2.041522
3.075000,0.608584,-1.377995,0.472222
3.080000,0.105319,0.671862,0.138540
3.085000,1.047045,-0.066011,1.421596
3.090000,1.375879,0.111827,0.235441
3.095000,-0.162844,-0.129086,-0.622919
3.100000,0.086249,0.687051,-0.286100
3.105000,-0.179224,-0.043393,-2.141756
3.110000,-0.209956,-0.472080,-0.083164
3.115000,0.002302,-0.294408,-0.938579
3.120000,-0.871622,-2.445283,0.997834
3.125000,1.596504,1.247916,1.412894
3.130000,0.059348,-1.577405,0.928294
3.135000,-0.618868,-2.093114,0.076192
3.140000,-0.926229,-0.307538,-0.240593
3.145000,0.511683,-0.462588,-0.271963
3.150000,-1.909762,-1.816002,0.780599
3.155000,-0.984993,1.727520,1.120472
3.160000,1.466840,-0.901424,-1.960555
3.165000,-0.693694,0.638978,-1.205451
3.170000,0.978223,-0.858195,1.257372
3.175000,-1.540096,-0.366733,-0.249800
3.180000,0.142712,0.253668,-0.391672
3.185000,3.094369,-0.704949,1.307411
3.190000,-0.125183,1.015469,0.918535
3.195000,-0.610122,-0.815612,-0.626286
3.200000,-0.073287,2.075346,1.256536
3.205000,0.686231,-1.178983,1.682228
3.210000,-1.677975,0.159884,0.084239
3.215000,-2.269564,0.003811,0.866261
3.220000,-1.253871,-0.777092,-1.927697
3.225000,0.378377,0.461665,0.428638
3.230000,0.326500,0.995838,0.220108
3.235000,-0.638985,-1.933867,-0.700332
3.240000,-0.975324,1.310126,-0.391429
3.245000,1.526303,-0.505887,0.560941
